rep,arm,k,auc,n,p
7,cfs_iamb,6,0.8149785380229355,581,11
7,cfs_hiton_mb,6,0.807130501633673,581,11
7,cfs_cg,6,0.8105580114036774,581,11
7,vanilla,8,0.8579024921519636,581,11
7,causal,8,0.8579024921519636,581,11
7,iamb_soft_cg,8,0.8579024921519636,581,11
7,iamb_soft_fz,8,0.8575821641360755,581,11
7,cfs_iamb,8,0.8149785380229355,581,11
7,cfs_hiton_mb,8,0.807130501633673,581,11
7,cfs_cg,8,0.8105580114036774,581,11
7,vanilla,10,0.8598564930488821,581,11
7,causal,10,0.8598564930488821,581,11
7,iamb_soft_cg,10,0.8613300019219681,581,11
7,iamb_soft_fz,10,0.8613300019219681,581,11
7,cfs_iamb,10,0.8149785380229355,581,11
7,cfs_hiton_mb,10,0.807130501633673,581,11
7,cfs_cg,10,0.8105580114036774,581,11
8,vanilla,2,0.8344224485873535,581,11
8,causal,2,0.8344224485873535,581,11
8,iamb_soft_cg,2,0.8344224485873535,581,11
8,iamb_soft_fz,2,0.8344224485873535,581,11
8,cfs_iamb,2,0.8434556986354027,581,11
8,cfs_hiton_mb,2,0.8434556986354027,581,11
8,cfs_cg,2,0.8344224485873535,581,11
8,vanilla,4,0.8770260747004933,581,11
8,causal,4,0.8770260747004933,581,11
8,iamb_soft_cg,4,0.8770260747004933,581,11
8,iamb_soft_fz,4,0.8770260747004933,581,11
8,cfs_iamb,4,0.8551476712153245,581,11
8,cfs_hiton_mb,4,0.837657761547825,581,11
8,cfs_cg,4,0.8770260747004933,581,11
8,vanilla,6,0.8697866615414185,581,11
8,causal,6,0.8713242360176822,581,11
8,iamb_soft_cg,6,0.8697866615414185,581,11
8,iamb_soft_fz,6,0.8697866615414185,581,11
8,cfs_iamb,6,0.845409699532321,581,11
8,cfs_hiton_mb,6,0.837657761547825,581,11
8,cfs_cg,6,0.8783073867640465,581,11
8,vanilla,8,0.873214171311423,581,11
8,causal,8,0.872829777692357,581,11
8,iamb_soft_cg,8,0.873214171311423,581,11
8,iamb_soft_fz,8,0.8741431225574989,581,11
8,cfs_iamb,8,0.845409699532321,581,11
8,cfs_hiton_mb,8,0.837657761547825,581,11
8,cfs_cg,8,0.8783073867640465,581,11
8,vanilla,10,0.8725094496764687,581,11
8,causal,10,0.8725094496764687,581,11
8,iamb_soft_cg,10,0.8725094496764687,581,11
8,iamb_soft_fz,10,0.8738868601447882,581,11
8,cfs_iamb,10,0.845409699532321,581,11
8,cfs_hiton_mb,10,0.837657761547825,581,11
8,cfs_cg,10,0.8783073867640465,581,11
9,vanilla,2,0.8565891472868217,581,11
9,causal,2,0.8565891472868217,581,11
9,iamb_soft_cg,2,0.8565891472868217,581,11
9,iamb_soft_fz,2,0.8565891472868217,581,11
9,cfs_iamb,2,0.8267666090076238,581,11
9,cfs_hiton_mb,2,0.8267666090076238,581,11
9,cfs_cg,2,0.8267666090076238,581,11
9,vanilla,4,0.8733102697161894,581,11
9,causal,4,0.8733102697161894,581,11
9,iamb_soft_cg,4,0.8733102697161894,581,11
9,iamb_soft_fz,4,0.8733102697161894,581,11
9,cfs_iamb,4,0.8342302517778205,581,11
9,cfs_hiton_mb,4,0.8342302517778205,581,11
9,cfs_cg,4,0.8267666090076238,581,11
9,vanilla,6,0.8774745339227368,581,11
9,causal,6,0.8774745339227368,581,11
9,iamb_soft_cg,6,0.8724453840732911,581,11
9,iamb_soft_fz,6,0.8724453840732911,581,11
9,cfs_iamb,6,0.8440322890640015,581,11
9,cfs_hiton_mb,6,0.8342302517778205,581,11
9,cfs_cg,6,0.8267666090076238,581,11
9,vanilla,8,0.8843615862643347,581,11
9,causal,8,0.8843615862643347,581,11
9,iamb_soft_cg,8,0.8766737138830163,581,11
9,iamb_soft_fz,8,0.8766737138830163,581,11
9,cfs_iamb,8,0.8440322890640015,581,11
9,cfs_hiton_mb,8,0.8342302517778205,581,11
9,cfs_cg,8,0.8267666090076238,581,11
9,vanilla,10,0.8786277147799346,581,11
9,causal,10,0.8786277147799346,581,11
9,iamb_soft_cg,10,0.8846498814786341,581,11
9,iamb_soft_fz,10,0.8786277147799346,581,11
9,cfs_iamb,10,0.8440322890640015,581,11
9,cfs_hiton_mb,10,0.8342302517778205,581,11
9,cfs_cg,10,0.8267666090076238,581,11
10,vanilla,2,0.8469472740085848,581,11
10,causal,2,0.8469472740085848,581,11
10,iamb_soft_cg,2,0.8469472740085848,581,11
10,iamb_soft_fz,2,0.8469472740085848,581,11
10,cfs_iamb,2,0.8326926773015568,581,11
10,cfs_hiton_mb,2,0.8326926773015568,581,11
10,cfs_cg,2,0.8326926773015568,581,11
10,vanilla,4,0.8880773912486386,581,11
10,causal,4,0.8880773912486386,581,11
10,iamb_soft_cg,4,0.8880773912486386,581,11
10,iamb_soft_fz,4,0.8880773912486386,581,11
10,cfs_iamb,4,0.836184252674739,581,11
10,cfs_hiton_mb,4,0.836184252674739,581,11
10,cfs_cg,4,0.8477160612467166,581,11
10,vanilla,6,0.8849381766929336,581,11
10,causal,6,0.8849381766929336,581,11
10,iamb_soft_cg,6,0.8849381766929336,581,11
10,iamb_soft_fz,6,0.8849381766929336,581,11
10,cfs_iamb,6,0.8458261259529759,581,11
10,cfs_hiton_mb,6,0.836184252674739,581,11
10,cfs_cg,6,0.8477160612467166,581,11
10,vanilla,8,0.8862194887564867,581,11
10,causal,8,0.8862194887564867,581,11
10,iamb_soft_cg,8,0.8862194887564867,581,11
10,iamb_soft_fz,8,0.8862194887564867,581,11
10,cfs_iamb,8,0.8458261259529759,581,11
10,cfs_hiton_mb,8,0.836184252674739,581,11
10,cfs_cg,8,0.8477160612467166,581,11
10,vanilla,10,0.8857389967326542,581,11
10,causal,10,0.8857389967326542,581,11
10,iamb_soft_cg,10,0.8857389967326542,581,11
10,iamb_soft_fz,10,0.8857389967326542,581,11
10,cfs_iamb,10,0.8458261259529759,581,11
10,cfs_hiton_mb,10,0.836184252674739,581,11
10,cfs_cg,10,0.8477160612467166,581,11
11,vanilla,2,0.8190787366263055,581,11
11,causal,2,0.8190787366263055,581,11
11,iamb_soft_cg,2,0.8190787366263055,581,11
11,iamb_soft_fz,2,0.8190787366263055,581,11
11,cfs_iamb,2,0.8075469280543277,581,11
11,cfs_hiton_mb,2,0.8075469280543277,581,11
11,cfs_cg,2,0.8190787366263055,581,11
11,vanilla,4,0.8613300019219681,581,11
11,causal,4,0.8613300019219681,581,11
11,iamb_soft_cg,4,0.8613300019219681,581,11
11,iamb_soft_fz,4,0.8481645204689603,581,11
11,cfs_iamb,4,0.8199756550707924,581,11
11,cfs_hiton_mb,4,0.8189826382215388,581,11
