seed,arm,mu_rel,auc_source,auc_TX,auc_FL
2,causal_icp,1.0,0.6899304001530828,0.736889376005716,0.7277121210757058
2,causal_icp,2.0,0.6899304001530828,0.736889376005716,0.7277121210757058
2,causal_icp,4.0,0.6899304001530828,0.736889376005716,0.7277121210757058
2,causal_icp,8.0,0.6899304001530828,0.736889376005716,0.7277121210757058
2,causal_icp,16.0,0.6899304001530828,0.736889376005716,0.7277121210757058
2,causal_icp,32.0,0.6899304001530828,0.736889376005716,0.7277121210757058
2,cfs_iamb,,0.6760266771390696,0.721931123563565,0.7157364459311897
2,cfs_hiton_mb,,0.6832725579004593,0.7383256088520153,0.7338230280185282
2,cfs_cg,,0.6454405348184716,0.6760601771105902,0.6746906168346894
3,vanilla,0.0,0.6774819955893502,0.7397327155717935,0.7347512850553949
3,causal,0.5,0.6774819955893502,0.7397327155717935,0.7347512850553949
3,causal,1.0,0.6844090172192558,0.7397400719065733,0.7352559983796811
3,causal,2.0,0.6844090172192558,0.7397400719065733,0.7352559983796811
3,causal,4.0,0.6815444056835249,0.7461272362324862,0.7342917068473743
3,causal,8.0,0.6815444056835249,0.7461272362324862,0.7342917068473743
3,causal,16.0,0.6815444056835249,0.7461272362324862,0.7342917068473743
3,causal,32.0,0.6815444056835249,0.7461272362324862,0.7342917068473743
3,causal_ce,0.5,0.6852189558945951,0.7464876433299207,0.7412698321791834
3,causal_ce,1.0,0.6852189558945951,0.7464876433299207,0.7412698321791834
3,causal_ce,2.0,0.687634209228016,0.7472107497160616,0.7387489018485307
3,causal_ce,4.0,0.6848276775390498,0.7445912548531819,0.7342519806725342
3,causal_ce,8.0,0.6848276775390498,0.7445912548531819,0.7342519806725342
3,causal_ce,16.0,0.6848276775390498,0.7445912548531819,0.7342519806725342
3,causal_ce,32.0,0.6848276775390498,0.7445912548531819,0.7342519806725342
3,causal_icp,0.5,0.6830794365482289,0.7455661824385952,0.7356696687655178
3,causal_icp,1.0,0.6830794365482289,0.7455661824385952,0.7356696687655178
3,causal_icp,2.0,0.6830794365482289,0.7455661824385952,0.7356696687655178
3,causal_icp,4.0,0.6830794365482289,0.7455661824385952,0.7356696687655178
3,causal_icp,8.0,0.6830794365482289,0.7455661824385952,0.7356696687655178
3,causal_icp,16.0,0.6830794365482289,0.7455661824385952,0.7356696687655178
3,causal_icp,32.0,0.6830794365482289,0.7455661824385952,0.7356696687655178
3,cfs_iamb,,0.677844080190253,0.7396557938972486,0.7338139018703483
3,cfs_hiton_mb,,0.6780805359289658,0.747888545344501,0.7446480569991519
3,cfs_cg,,0.6401525158316296,0.6774078749670431,0.6849892966594378
